road,id,model_type,name,lat,lon,length,condition,lengthR,lengthL,conditionR,conditionL,bridgedual,crossing,idx
N5,41000271,bridge,N5_LRP145c_LRP145d,24.2627222,89.5707493,28.00000000002001,0,,,,,,,
N5,41000272,link,N5_LRP145d_LRP148b,24.2629722,89.5708049,216.99999999998454,,,,,,,,
N5,41000273,bridge,N5_LRP148b_LRP148b_E,24.2649131002617,89.5713887549738,5.25,0,,,,,,,
N5,41000274,link,N5_LRP148b_E_LRP151b,24.264960057526178,89.57140288049739,2287.750000000017,,,,,,,,
N5,41000275,bridge,N5_LRP151b_LRP151b_E,24.2838203008,89.5759555792,4.6,0,,,,,,,
N5,41000276,link,N5_LRP151b_E_LRP152a,24.283859785359997,89.57594701814,841.399999999993,,,,,,,,
N5,41000277,bridge,N5_LRP152a_LRP152a_E,24.2910820264,89.5743810886,13.1,0,,,,,,,
N5,41000278,link,N5_LRP152a_E_LRP152c,24.29119447156,89.57435670819,529.8999999999978,,,,,,,,
N5,41000279,bridge,N5_LRP152c_LRP152c_E,24.2949464811955,89.5715168727272,8.8,0,,,,,,,
N5,41000280,link,N5_LRP152c_E_LRP153a,24.295010712428393,89.57146999272727,428.1999999999755,,,,,,,,
N5,41000281,bridge,N5_LRP153a_LRP153a_E,24.2981361458281,89.5691888545454,10.8,0,,,,,,,
N5,41000282,link,N5_LRP153a_E_LRP150a,24.298214975068493,89.56913132,81.20000000002392,,,,,,,,
N5,41000283,bridge,N5_LRP150a_LRP150b,24.2989163,89.568666,20.000000000010232,0,,,,,,,
N5,41000284,link,N5_LRP150b_LRP154a,24.2989997,89.5686104,3934.9999999999736,,,,,,,,
N5,41000285,bridge,N5_LRP154a_LRP154b,24.3330271,89.562,45.000000000015916,0,,,,,,,
N5,41000286,link,N5_LRP154b_LRP156a,24.3332493,89.5618889,1551.9999999999925,,,,,,,,
N5,41000287,bridge,N5_LRP156a_LRP156b,24.346833,89.5604167,43.91,1,,,,,,,
N5,41000288,link,N5_LRP156b_LRP160a,24.3471663,89.5596389,1063.999999999993,,,,,,,,
N5,41000289,bridge,N5_LRP160a_LRP160a_E,24.3551114989399,89.5562511865724,21.7,0,,,,,,,
N5,41000290,link,N5_LRP160a_E_LRP160c,24.35527976212014,89.55615320685513,60.29999999998381,,,,,,,,
N5,41000291,bridge,N5_LRP160c_LRP160c_E,24.3557473321554,89.555880940636,21.7,0,,,,,,,
N5,41000292,link,N5_LRP160c_E_LRP157a,24.355915595335688,89.55578296091873,7.2999999999865395,,,,,,,,
N5,41000293,bridge,N5_LRP157a_LRP157b,24.3559722,89.55575,22.999999999996135,0,,,,,,,
N5,41000294,link,N5_LRP157b_LRP160e,24.3561667,89.5556389,194.00000000001683,,,,,,,,
N5,41000295,bridge,N5_LRP160e_LRP160e_E,24.3577139940594,89.5547852039604,10.8,0,,,,,,,
N5,41000296,link,N5_LRP160e_E_LRP160g,24.357800132079205,89.55473767861386,352.2000000000105,,,,,,,,
N5,41000297,bridge,N5_LRP160g_LRP160g_E,24.3595048322727,89.5538031686363,63.4,0,,,,,,,
N5,41000298,link,N5_LRP160g_E_LRP158a,24.35955287218182,89.55377916309091,295.6000000000074,,,,,,,,
N5,41000299,bridge,N5_LRP158a_LRP158b,24.3636111,89.5515,77.83,1,,,,,,,
N5,41000300,link,N5_LRP158b_LRP158c,24.3638056,89.5513889,55.999999999983174,,,,,,,,
N5,41000301,bridge,N5_LRP158c_LRP158d,24.3642778,89.5511389,24.00000000000091,0,,,,,,,
N5,41000302,link,N5_LRP158d_LRP161c,24.3644444,89.5510278,598.0000000000132,,,,,,,,
N5,41000303,bridge,N5_LRP161c_LRP161c_E,24.36936522,89.5486965057142,25.45,0,,,,,,,
N5,41000304,link,N5_LRP161c_E_LRP159a,24.369557113,89.54861572014286,418.549999999982,,,,,,,,
N5,41000305,bridge,N5_LRP159a_LRP159b,24.3730827,89.5472497,25.2,0,,,,,,,
N5,41000306,link,N5_LRP159b_LRP159c,24.3736382,89.5470274,561.000000000007,,,,,,,,
N5,41000307,bridge,N5_LRP159c_LRP159d,24.3783604,89.5451386,19.15,0,,,,,,,
N5,41000308,link,N5_LRP159d_LRP163c,24.3785549,89.5451386,444.0000000000168,,,,,,,,
N5,41000309,bridge,N5_LRP163c_LRP163c_E,24.3823730807189,89.5451734153594,10.9,0,,,,,,,
N5,41000310,link,N5_LRP163c_E_LRP161a,24.382485035530546,89.54519432065916,815.100000000001,,,,,,,,
N5,41000311,bridge,N5_LRP161a_LRP161b,24.3896108,89.5472497,63.4,0,,,,,,,
N5,41000312,link,N5_LRP161b_LRP162a,24.3897774,89.547333,1268.0000000000007,,,,,,,,
N5,41000313,bridge,N5_LRP162a_LRP162b,24.4007222,89.5497219,11.0,0,,,,,,,
N5,41000314,link,N5_LRP162b_LRP165c,24.4008889,89.5497497,149.0000000000009,,,,,,,,
N5,41000315,bridge,N5_LRP165c_LRP165c_E,24.4022359794811,89.5501012205188,19.1,0,,,,,,,
N5,41000316,link,N5_LRP165c_E_LRP163a,24.40240865879717,89.55014628120283,1065.8999999999708,,,,,,,,
N5,41000317,bridge,N5_LRP163a_LRP163b,24.4118889,89.5510833,19.1,0,,,,,,,
N5,41000318,link,N5_LRP163b_LRP164a,24.4120556,89.5510833,551.9999999999925,,,,,,,,
N5,41000319,bridge,N5_LRP164a_LRP164b,24.416666,89.5525,19.15,0,,,,,,,
N5,41000320,link,N5_LRP164b_LRP165a,24.416916,89.5525,648.0000000000246,,,,,,,,
N5,41000321,bridge,N5_LRP165a_LRP165b,24.4221382,89.5503611,10.7,0,,,,,,,
N5,41000322,link,N5_LRP165b_LRP168a,24.4223604,89.55025,325.00000000001705,,,,,,,,
N5,41000323,bridge,N5_LRP168a_LRP168a_E,24.425160793167,89.5491630124728,37.9,2,,,,,,,
N5,41000324,link,N5_LRP168a_E_LRP166a,24.425487362093275,89.54903625300435,1056.0999999999865,,,,,,,,
N5,41000325,bridge,N5_LRP166a_LRP166b,24.4346386,89.5471663,25.4,0,,,,,,,
N5,41000326,link,N5_LRP166b_LRP169a,24.4349719,89.5471941,258.99999999998613,,,,,,,,
N5,41000327,bridge,N5_LRP169a_LRP169a_E,24.4397424465665,89.5471478023605,63.4,2,,,,,,,
N5,41000328,link,N5_LRP169a_E_LRP167a,24.440910217424893,89.54713646927038,1037.5999999999976,,,,,,,,
N5,41000329,bridge,N5_LRP167a_LRP167b,24.4392497,89.5465552,25.3,0,,,,,,,
N5,41000330,link,N5_LRP167b_LRP172c,24.4477219,89.5464719,1665.9999999999968,,,,,,,,
N5,41000331,bridge,N5_LRP172c_LRP172c_E,24.4604095935999,89.5395001202,19.5,2,,,,,,,
N5,41000332,link,N5_LRP172c_E_LRP170a,24.4605130528,89.53935712085,428.50000000001387,,,,,,,,
N5,41000333,bridge,N5_LRP170a_LRP170b,24.4627222,89.5360552,10.9,0,,,,,,,
N5,41000334,link,N5_LRP170b_LRP173a,24.4628889,89.5356941,396.99999999999136,,,,,,,,
N5,41000335,bridge,N5_LRP173a_LRP173a_E,24.4655629785714,89.5334773627906,25.4,0,,,,,,,
N5,41000336,link,N5_LRP173a_E_LRP170c,24.465734065714283,89.53333553627907,179.60000000002196,,,,,,,,
N5,41000337,bridge,N5_LRP170c_LRP170d,24.4669438,89.5323327,24.00000000000091,0,,,,,,,
N5,41000338,link,N5_LRP170d_LRP171a,24.4671382,89.5322771,861.9999999999948,,,,,,,,
N5,41000339,bridge,N5_LRP171a_LRP171b,24.4740271,89.5286104,14.6,0,,,,,,,
N5,41000340,link,N5_LRP171b_LRP172a,24.4742216,89.5284438,980.9999999999945,,,,,,,,
N5,41000341,bridge,N5_LRP172a_LRP172b,24.4803604,89.5214438,43.35,1,,,,,,,
N5,41000342,link,N5_LRP172b_LRP176a,24.4810827,89.5205549,451.9999999999982,,,,,,,,
N5,41000343,bridge,N5_LRP176a_LRP176a_E,24.483774961,89.5171338846,74.0,2,,,,,,,
N5,41000344,link,N5_LRP176a_E_LRP174a,24.484268319,89.51669404340001,1006.9999999999766,,,,,,,,
N5,41000345,bridge,N5_LRP174a_LRP174b,24.4906941,89.51025,117.6,2,,,,,,,
N5,41000346,link,N5_LRP174b_LRP175a,24.4910274,89.5096111,1323.0000000000075,,,,,,,,
N5,41000347,bridge,N5_LRP175a_LRP175b,24.5024444,89.5088056,5.3,0,,,,,,,
N5,41000348,link,N5_LRP175b_LRP179a,24.5026111,89.5087778,415.00000000002046,,,,,,,,
N5,41000349,bridge,N5_LRP179a_LRP179a_E,24.5056589248,89.5092956,55.4,2,,,,,,,
N5,41000350,link,N5_LRP179a_E_LRP180a,24.50615136432,89.5094341,986.6000000000099,,,,,,,,
N5,41000351,bridge,N5_LRP180a_LRP180a_E,24.5147866044692,89.5117054726257,14.4,0,,,,,,,
N5,41000352,link,N5_LRP180a_E_LRP177a,24.514900573631284,89.51172111150838,26.600000000001955,,,,,,,,
N5,41000353,bridge,N5_LRP177a_LRP177b,24.5151111,89.51175,18.63,2,,,,,,,
N5,41000354,link,N5_LRP177b_LRP180b,24.5156111,89.5118056,515.0000000000148,,,,,,,,
N5,41000355,bridge,N5_LRP180b_LRP180b_E,24.520266969281,89.5117681699346,14.5,0,,,,,,,
N5,41000356,link,N5_LRP180b_E_LRP178a,24.520398056862746,89.51176711607843,456.50000000000546,,,,,,,,
N5,41000357,bridge,N5_LRP178a_LRP178b,24.524666,89.5116111,18.000000000000682,0,,,,,,,
N5,41000358,link,N5_LRP178b_LRP181c,24.5246382,89.5115556,441.99999999997885,,,,,,,,
N5,41000359,bridge,N5_LRP181c_LRP181c_E,24.5286555211563,89.5114426315374,3.55,0,,,,,,,
N5,41000360,link,N5_LRP181c_E_LRP182a,24.52868778697109,89.51144172421156,410.45000000002574,,,,,,,,
N5,41000361,bridge,N5_LRP182a_LRP182a_E,24.5324175408602,89.5113355623655,10.7,0,,,,,,,
N5,41000362,link,N5_LRP182a_E_LRP182c,24.532516662142857,89.51129219007143,399.29999999998245,,,,,,,,
N5,41000363,bridge,N5_LRP182c_LRP182c_E,24.5361405172043,89.5112253473118,10.6,0,,,,,,,
N5,41000364,link,N5_LRP182c_E_LRP184a,24.53624633387755,89.51102496036735,1680.3999999999917,,,,,,,,
N5,41000365,bridge,N5_LRP184a_LRP184a_E,24.5503783376623,89.5057630181818,6.75,2,,,,,,,
N5,41000366,link,N5_LRP184a_E_LRP181a,24.550436179464285,89.5057478,85.24999999997362,,,,,,,,
N5,41000367,bridge,N5_LRP181a_LRP181b,24.5511667,89.5055556,10.9,0,,,,,,,
N5,41000368,link,N5_LRP181b_LRP184b,24.5513056,89.5054167,263.00000000000523,,,,,,,,
N5,41000369,bridge,N5_LRP184b_LRP184b_E,24.553149355238,89.503816407619,13.73,0,,,,,,,
N5,41000370,link,N5_LRP184b_E_LRP186c,24.553274324909353,89.50369125858705,2028.2699999999636,,,,,,,,
N5,41000371,bridge,N5_LRP186c_LRP186c_E,24.5649182497142,89.4887059828571,8.1,0,,,,,,,
N5,41000372,link,N5_LRP186c_E_LRP183a,24.564960677977144,89.48864169662856,171.89999999999372,,,,,,,,
N5,41000373,bridge,N5_LRP183a_LRP183b,24.5658611,89.4872774,19.0,2,,,,,,,
N5,41000374,link,N5_LRP183b_LRP188a,24.5660556,89.4871108,1259.999999999991,,,,,,,,
N5,41000375,bridge,N5_LRP188a_LRP188a_E,24.5707546573248,89.4762649146496,49.62,1,,,,,,,
N5,41000376,link,N5_LRP188a_E_LRP185a,24.570895110369428,89.47580400173885,164.3799999999942,,,,,,,,
N5,41000377,bridge,N5_LRP185a_LRP185b,24.5713604,89.4742771,26.2,1,,,,,,,
N5,41000378,link,N5_LRP185b_LRP186a,24.5713882,89.474166,816.9999999999789,,,,,,,,
N5,41000379,bridge,N5_LRP186a_LRP186b,24.5733049,89.4665278,10.6,0,,,,,,,
N5,41000380,link,N5_LRP186b_LRP189a,24.5733049,89.4660278,192.00000000000728,,,,,,,,
N5,41000381,bridge,N5_LRP189a_LRP189a_E,24.5746814333333,89.4652994,14.5,0,,,,,,,
N5,41000382,link,N5_LRP189a_E_LRP187a,24.57478539027778,89.465244390625,1057.5000000000045,,,,,,,,
N5,41000383,bridge,N5_LRP187a_LRP187b,24.5817216,89.4599167,13.2,2,,,,,,,
N5,41000384,link,N5_LRP187b_LRP194a,24.5817771,89.4598333,3607.9999999999754,,,,,,,,
N5,41000385,bridge,N5_LRP194a_LRP194a_E,24.609542000204,89.4418405163265,2.0,0,,,,,,,
N5,41000386,link,N5_LRP194a_E_LRP201a,24.60955945918367,89.44183643469387,7830.999999999989,,,,,,,,
N5,41000387,bridge,N5_LRP201a_LRP201a_E,24.6741618666666,89.414297235,8.0,0,,,,,,,
N5,41000388,link,N5_LRP201a_E_LRP210a,24.674223771428572,89.414262315,8420.999999999993,,,,,,,,
N5,41000389,bridge,N5_LRP210a_LRP210a_E,24.7452424716981,89.3973303547169,3.55,0,,,,,,,
N5,41000390,link,N5_LRP210a_E_LRP211a,24.745273916660377,89.3973296105566,1381.4500000000294,,,,,,,,
N5,41000391,bridge,N5_LRP211a_LRP211a_E,24.757472116,89.3966428499999,4.0,0,,,,,,,
N5,41000392,link,N5_LRP211a_E_LRP215a,24.7575073384,89.39663985,3354.99999999999,,,,,,,,
N5,41000393,bridge,N5_LRP215a_LRP215a_E,24.7868036271999,89.390767848,18.55,0,,,,,,,
N5,41000394,link,N5_LRP215a_E_LRP213a,24.786956150865,89.390692618475,1097.4500000000091,,,,,,,,
N5,41000395,bridge,N5_LRP213a_LRP213b,24.7960274,89.3867497,20.000000000010232,0,,,,,,,
N5,41000396,link,N5_LRP213b_LRP217c,24.7961941,89.3867219,1632.9999999999814,,,,,,,,
N5,41000397,bridge,N5_LRP217c_LRP217c_E,24.8098232355172,89.3816053765517,7.1,2,,,,,,,
N5,41000398,link,N5_LRP217c_E_LRP219c,24.809881041758622,89.38157069427587,1861.8999999999915,,,,,,,,
N5,41000399,bridge,N5_LRP219c_LRP219c_E,24.8200924533333,89.3687580523232,7.1,2,,,,,,,
N5,41000400,link,N5_LRP219c_E_LRP222b,24.820115362666666,89.36869151958587,2471.900000000005,,,,,,,,
N5,41000401,bridge,N5_LRP222b_LRP222b_E,24.8333018719,89.3495483024,2.1,0,,,,,,,
N5,41000402,link,N5_LRP222b_E_LRP223a,24.83331878929,89.34954025184,1083.8999999999714,,,,,,,,
N5,41000403,bridge,N5_LRP223a_LRP223a_E,24.8421373038461,89.3471163473372,2.1,2,,,,,,,
N5,41000404,link,N5_LRP223a_E_LRP224b,24.84215585653846,89.34712023047337,1354.8999999999864,,,,,,,,
N5,41000405,bridge,N5_LRP224b_LRP224b_E,24.850785484,89.3489308,2.15,2,,,,,,,
N5,41000406,link,N5_LRP224b_E_LRP227a,24.85079397865,89.34893259166667,2399.850000000015,,,,,,,,
N5,41000407,bridge,N5_LRP227a_LRP227a_E,24.8756514731182,89.3520676058371,10.2,1,,,,,,,
N5,41000408,link,N5_LRP227a_E_LRP227c,24.875742000860217,89.35207892141321,167.79999999999973,,,,,,,,
N5,41000409,bridge,N5_LRP227c_LRP227c_E,24.8772312709677,89.3522650737327,2.6,2,,,,,,,
N5,41000410,link,N5_LRP227c_E_LRP225a,24.877254346666668,89.35226795809524,882.3999999999899,,,,,,,,
N5,41000411,bridge,N5_LRP225a_LRP225b,24.8840552,89.3558333,6.8,1,,,,,,,
N5,41000412,link,N5_LRP225b_LRP234a,24.8841386,89.3558889,6449.000000000013,,,,,,,,
N5,41000413,bridge,N5_LRP234a_LRP234a_E,24.9387132469696,89.3469636593939,4.5,0,,,,,,,
N5,41000414,link,N5_LRP234a_E_LRP235a,24.938754031060608,89.34695785121211,759.5000000000027,,,,,,,,
N5,41000415,bridge,N5_LRP235a_LRP235a_E,24.9454260374468,89.3476829134042,77.535,2,,,,,,,
N5,41000416,link,N5_LRP235a_E_LRP236a,24.94608594278085,89.34792807247553,812.4649999999747,,,,,,,,
N5,41000417,bridge,N5_LRP236a_LRP236a_E,24.9525543543103,89.3513122476293,14.0,0,,,,,,,
N5,41000418,link,N5_LRP236a_E_LRP233a,24.952658280172415,89.35138098340516,176.9999999999925,,,,,,,,
N5,41000419,bridge,N5_LRP233a_LRP233b,24.9539722,89.35225,1.9,0,,,,,,,
N5,41000420,link,N5_LRP233b_LRP237a,24.9545833,89.3525833,436.00000000000705,,,,,,,,
N5,41000421,bridge,N5_LRP237a_LRP237a_E,24.9575185890829,89.3554921244541,4.0,0,,,,,,,
N5,41000422,link,N5_LRP237a_E_LRP237b,24.957545518340613,89.35551881091703,192.00000000000728,,,,,,,,
N5,41000423,bridge,N5_LRP237b_LRP237b_E,24.9589765198,89.3565524,4.0,0,,,,,,,
N5,41000424,link,N5_LRP237b_E_LRP237c,24.9590066306,89.3565734,395.9999999999866,,,,,,,,
N5,41000425,bridge,N5_LRP237c_LRP237c_E,24.9619875998,89.3586524,5.1,0,,,,,,,
N5,41000426,link,N5_LRP237c_E_LRP239a,24.96202599107,89.358679175,1348.9000000000146,,,,,,,,
N5,41000427,bridge,N5_LRP239a_LRP239a_E,24.9716151281081,89.3658067524324,8.0,0,,,,,,,
N5,41000428,link,N5_LRP239a_E_LRP239b,24.9716418488,89.3659068896,421.99999999999704,,,,,,,,
N5,41000429,bridge,N5_LRP239b_LRP239b_E,24.9751356166,89.3675524756,8.0,0,,,,,,,
N5,41000430,link,N5_LRP239b_E_LRP240a,24.975203838200002,89.3675815812,743.9999999999714,,,,,,,,
N5,41000431,bridge,N5_LRP240a_LRP240a_E,24.9816218279999,89.3699982,6.75,0,,,,,,,
N5,41000432,link,N5_LRP240a_E_LRP240b,24.9816838929,89.37000495000001,560.2499999999964,,,,,,,,
N5,41000433,bridge,N5_LRP240b_LRP240b_E,24.9868352796,89.3705652,12.05,0,,,,,,,
N5,41000434,link,N5_LRP240b_E_LRP241a,24.98694607694,89.37057725,899.9500000000182,,,,,,,,
N5,41000435,bridge,N5_LRP241a_LRP241a_E,24.9949262190981,89.3717561547745,2.1,0,,,,,,,
N5,41000436,link,N5_LRP241a_E_LRP238a,24.99494447740053,89.37175924935013,162.89999999997917,,,,,,,,
N5,41000437,bridge,N5_LRP238a_LRP238b,24.9963608,89.3719993,6.8,0,,,,,,,
N5,41000438,link,N5_LRP238b_LRP244a,24.9964163,89.3719716,2640.999999999991,,,,,,,,
N5,41000439,bridge,N5_LRP244a_LRP244a_E,25.0196352163291,89.3689302492405,7.0,0,,,,,,,
N5,41000440,link,N5_LRP244a_E_LRP248a,25.01967448247191,89.36898423617977,4177.999999999997,,,,,,,,
N5,41000441,bridge,N5_LRP248a_LRP248a_E,25.0577701746938,89.3697302587755,3.4,0,,,,,,,
N5,41000442,link,N5_LRP248a_E_LRP249a,25.057794074612243,89.36973767944897,801.6000000000076,,,,,,,,
N5,41000443,bridge,N5_LRP249a_LRP249a_E,25.0640379601351,89.3715581324324,16.5,1,,,,,,,
N5,41000444,link,N5_LRP249a_E_LRP250a,25.064179782094595,89.3715971527027,759.4999999999743,,,,,,,,
N5,41000445,bridge,N5_LRP250a_LRP250a_E,25.070589774468,89.373766787234,1.9,0,,,,,,,
N5,41000446,link,N5_LRP250a_E_LRP247a,25.07060616944681,89.3737749847234,303.1000000000006,,,,,,,,
N5,41000447,bridge,N5_LRP247a_LRP247b,25.0732216,89.3750827,20.000000000010232,0,,,,,,,
N5,41000448,link,N5_LRP247b_LRP251a,25.0733604,89.3751382,1167.0000000000016,,,,,,,,
N5,41000449,bridge,N5_LRP251a_LRP251a_E,25.0834522825,89.3789417280999,5.1,0,,,,,,,
N5,41000450,link,N5_LRP251a_E_LRP252a,25.08349676725,89.37895745293,932.8999999999894,,,,,,,,
N5,41000451,bridge,N5_LRP252a_LRP252a_E,25.0916173275,89.3812554045,1.8,0,,,,,,,
N5,41000452,link,N5_LRP252a_E_LRP254a,25.0916329776,89.38125920448,2182.1999999999944,,,,,,,,
N5,41000453,bridge,N5_LRP254a_LRP254a_E,25.1072281585,89.3838172523,5.1,0,,,,,,,
N5,41000454,link,N5_LRP254a_E_LRP258c,25.10735622715,89.38382915417,3955.8999999999855,,,,,,,,
N5,41000455,bridge,N5_LRP258c_LRP258c_E,25.14587687,89.388499686,6.0,0,,,,,,,
N5,41000456,link,N5_LRP258c_E_LRP259a,25.145929703,89.3885080194,800.0000000000682,,,,,,,,
N5,41000457,bridge,N5_LRP259a_LRP259a_E,25.1530584487603,89.3897223090909,2.15,0,,,,,,,
N5,41000458,link,N5_LRP259a_E_LRP259b,25.153078561921486,89.38971836090909,188.85000000000218,,,,,,,,
N5,41000459,bridge,N5_LRP259b_LRP259b_E,25.1548452458677,89.3893715636363,8.0,0,,,,,,,
N5,41000460,link,N5_LRP259b_E_LRP261a,25.15492008553719,89.38935687272728,1492.999999999995,,,,,,,,
N5,41000461,bridge,N5_LRP261a_LRP261a_E,25.1681264218181,89.3888882225174,10.7,0,,,,,,,
N5,41000462,link,N5_LRP261a_E_LRP258a,25.168222021454547,89.38889819970629,466.30000000004657,,,,,,,,
N5,41000463,bridge,N5_LRP258a_LRP258b,25.1723882,89.389333,6.4,0,,,,,,,
N5,41000464,link,N5_LRP258b_LRP262a,25.1736104,89.3889441,143.0000000000291,,,,,,,,
N5,41000465,bridge,N5_LRP262a_LRP262a_E,25.1743202889733,89.3887175292775,40.4,0,,,,,,,
N5,41000466,link,N5_LRP262a_E_LRP262c,25.17452084501901,89.38865351908746,545.6000000000358,,,,,,,,
N5,41000467,bridge,N5_LRP262c_LRP262c_E,25.1797477697674,89.3885575274418,6.0,0,,,,,,,
N5,41000468,link,N5_LRP262c_E_LRP262d,25.179809981395348,89.38855791534884,204.00000000000773,,,,,,,,
N5,41000469,bridge,N5_LRP262d_LRP262d_E,25.1819251767441,89.388571104186,40.385,0,,,,,,,
N5,41000470,link,N5_LRP262d_E_LRP260a,25.182343912843024,89.38857371512326,243.61499999997704,,,,,,,,
N5,41000471,bridge,N5_LRP260a_LRP260b,25.1846108,89.3886386,92.15,1,,,,,,,
N5,41000472,link,N5_LRP260b_LRP260c,25.1851663,89.3886663,759.9999999999909,,,,,,,,
N5,41000473,bridge,N5_LRP260c_LRP260d,25.1917774,89.3889441,39.99999999996362,0,,,,,,,
N5,41000474,link,N5_LRP260d_LRP264a,25.1921386,89.3889441,323.0000000000359,,,,,,,,
N5,41000475,bridge,N5_LRP264a_LRP264a_E,25.1949818092091,89.3883424547129,10.5,0,,,,,,,
N5,41000476,link,N5_LRP264a_E_LRP265a,25.1951201245,89.3882580184,855.5000000000064,,,,,,,,
N5,41000477,bridge,N5_LRP265a_LRP265a_E,25.202419590379,89.3859666206997,41.97,2,,,,,,,
N5,41000478,link,N5_LRP265a_E_LRP265c,25.202641973602,89.385547622777,412.03000000001566,,,,,,,,
N5,41000479,bridge,N5_LRP265c_LRP265c_E,25.2057271356164,89.3833305840182,10.6,0,,,,,,,
N5,41000480,link,N5_LRP265c_E_LRP263a,25.20567079376,89.38298821776,606.4000000000078,,,,,,,,
N5,41000481,bridge,N5_LRP263a_LRP263b,25.2099444,89.3793604,9.95,0,,,,,,,
N5,41000482,link,N5_LRP263b_LRP266b,25.2101667,89.3791938,663.9999999999873,,,,,,,,
N5,41000483,bridge,N5_LRP266b_LRP266a_E,25.215162463125,89.375808040625,4.05,0,,,,,,,
N5,41000484,link,N5_LRP266a_E_LRP267a,25.215162463125,89.375808040625,428.9999999999736,,,,,,,,
N5,41000485,bridge,N5_LRP267a_LRP267a_E,25.2188974992746,89.3746997444559,4.05,0,,,,,,,
N5,41000486,link,N5_LRP267a_E_LRP269a,25.218935667336734,89.37467397218367,1641.9500000000085,,,,,,,,
N5,41000487,bridge,N5_LRP269a_LRP269a_E,25.2320509964406,89.367795829661,5.1,0,,,,,,,
N5,41000488,link,N5_LRP269a_E_LRP269b,25.23209295809,89.36775195955,711.8999999999573,,,,,,,,
N5,41000489,bridge,N5_LRP269b_LRP269b_E,25.237865417,89.364916978,29.4,1,,,,,,,
N5,41000490,link,N5_LRP269b_E_LRP270a,25.23810471242,89.36480103028,925.6000000000313,,,,,,,,
N5,41000491,bridge,N5_LRP270a_LRP270a_E,25.2461189647966,89.3632033664796,34.25,0,,,,,,,
N5,41000492,link,N5_LRP270a_E_LRP267b,25.24640822827869,89.36319477008196,113.74999999998181,,,,,,,,
N5,41000493,bridge,N5_LRP267b_LRP267c,25.2474163,89.3631111,32.00000000003911,0,,,,,,,
N5,41000494,link,N5_LRP267c_LRP268a,25.2476941,89.3631389,915.9999999999968,,,,,,,,
N5,41000495,bridge,N5_LRP268a_LRP268b,25.2559167,89.3618889,33.999999999991815,0,,,,,,,
N5,41000496,link,N5_LRP268b_LRP271a,25.2561389,89.3618333,53.999999999973625,,,,,,,,
N5,41000497,bridge,N5_LRP271a_LRP271a_E,25.2566103310204,89.3617292232653,4.05,0,,,,,,,
N5,41000498,link,N5_LRP271a_E_LRP272a,25.25664568834694,89.36172141751021,522.9500000000371,,,,,,,,
N5,41000499,bridge,N5_LRP272a_LRP272a_E,25.2613389935828,89.3606290871657,4.05,0,,,,,,,
N5,41000500,link,N5_LRP272a_E_LRP275a,25.26126795021608,89.36044026510552,2940.9499999999866,,,,,,,,
N5,41000501,bridge,N5_LRP275a_LRP275a_E,25.2865260238,89.3511180618,5.1,0,,,,,,,
N5,41000502,link,N5_LRP275a_E_LRP278a,25.28657107363,89.35110233493,3122.8999999999587,,,,,,,,
N5,41000503,bridge,N5_LRP278a_LRP278a_E,25.3130289257861,89.3414378113207,4.07,1,,,,,,,
N5,41000504,link,N5_LRP278a_E_LRP279a,25.312963914593816,89.34144289637527,717.9299999999671,,,,,,,,
N5,41000505,bridge,N5_LRP279a_LRP279a_E,25.3193813,89.3406941,16.45,2,,,,,,,
N5,41000506,link,N5_LRP279a_E_LRP277a,25.31953270527778,89.34067596583334,1110.5499999999893,,,,,,,,
N5,41000507,bridge,N5_LRP277a_LRP277b,25.3292216,89.3406663,3.6,0,,,,,,,
N5,41000508,link,N5_LRP277b_LRP281a,25.3293882,89.3407497,802.0000000000209,,,,,,,,
N5,41000509,bridge,N5_LRP281a_LRP281a_E,25.3366245682758,89.3424364565517,3.55,0,,,,,,,
N5,41000510,link,N5_LRP281a_E_LRP282a,25.3366383510221,89.34243222524863,1006.4499999999725,,,,,,,,
N5,41000511,bridge,N5_LRP282a_LRP282a_E,25.3457379033898,89.3422778813559,16.4,2,,,,,,,
N5,41000512,link,N5_LRP282a_E_LRP280a,25.345814980213902,89.34201249212121,1090.599999999995,,,,,,,,
N5,41000513,bridge,N5_LRP280a_LRP280b,25.3538889,89.3379719,1.8,0,,,,,,,
N5,41000514,link,N5_LRP280b_LRP286a,25.354,89.3378886,2689.9999999999977,,,,,,,,
N5,41000515,bridge,N5_LRP286a_LRP286a_E,25.3766918643999,89.328475439,5.1,2,,,,,,,
N5,41000516,link,N5_LRP286a_E_LRP287a,25.37673918118,89.32846552205,1097.8999999999814,,,,,,,,
N5,41000517,bridge,N5_LRP287a_LRP287a_E,25.3864806222,89.3264423,5.05,0,,,,,,,
N5,41000518,link,N5_LRP287a_E_LRP288a,25.38652466931,89.32643472500001,942.950000000053,,,,,,,,
N5,41000519,bridge,N5_LRP288a_LRP288a_E,25.3947492678,89.3250203,5.18,0,,,,,,,
N5,41000520,link,N5_LRP288a_E_LRP288b,25.394794448796002,89.32501253,761.8200000000002,,,,,,,,
N5,41000521,bridge,N5_LRP288b_LRP288b_E,25.4014792196,89.3239692524,10.0,3,,,,,,,
N5,41000522,link,N5_LRP288b_E_LRP289a,25.4015670006,89.3239556414,305.9999999999832,,,,,,,,
N5,41000523,bridge,N5_LRP289a_LRP289a_E,25.4042685087719,89.3235358789473,4.1,0,,,,,,,
